ENLIGHTEN Version,3.2.30
Measurement ID,,,20230419-151708-452683-WP-00643
Serial Number,,,WP-00643
Model,,,WP-785-R-SR-LMMF
Detector,,,S11511
Label,,,15:17:08 WP-00643
630,886.33,1459.34,35630.26
631,886.45,1460.92,35528.43
632,886.58,1462.50,35510.06
633,886.70,1464.08,35331.02
634,886.83,1465.66,35307.52
635,886.95,1467.24,35233.57
636,887.07,1468.81,35162.33
637,887.20,1470.39,35107.43
638,887.32,1471.96,35057.51
639,887.44,1473.53,34934.31
640,887.57,1475.10,34885.27
641,887.69,1476.67,34790.59
642,887.82,1478.24,34755.13
643,887.94,1479.81,34633.93
644,888.06,1481.38,34504.46
645,888.19,1482.94,34494.37
646,888.31,1484.51,34356.25
647,888.43,1486.07,34274.45
648,888.56,1487.64,34195.47
649,888.68,1489.20,34172.41
650,888.80,1490.76,34056.71
651,888.93,1492.32,33912.74
652,889.05,1493.88,33932.88
653,889.17,1495.44,33876.65
654,889.30,1497.00,33758.49
655,889.42,1498.55,33640.87
656,889.54,1500.11,33639.85
657,889.67,1501.66,33492.61
658,889.79,1503.22,33421.44
659,889.91,1504.77,33360.93
660,890.03,1506.32,33353.50
661,890.16,1507.87,33266.02
662,890.28,1509.42,33233.28
663,890.40,1510.97,33190.60
664,890.53,1512.52,33156.32
665,890.65,1514.07,33078.55
666,890.77,1515.61,33050.32
667,890.89,1517.16,33009.29
668,891.02,1518.70,32938.22
669,891.14,1520.24,32852.47
670,891.26,1521.78,32809.78
671,891.38,1523.32,32760.14
672,891.51,1524.86,32751.41
673,891.63,1526.40,32707.67
674,891.75,1527.94,32706.50
675,891.87,1529.48,32633.07
676,891.99,1531.01,32599.79
677,892.12,1532.55,32616.40
678,892.24,1534.08,32469.69
679,892.36,1535.61,32459.76
680,892.48,1537.15,32371.73
681,892.60,1538.68,32341.63
682,892.73,1540.21,32290.28
683,892.85,1541.73,32216.85
684,892.97,1543.26,32170.25
685,893.09,1544.79,32166.89
686,893.21,1546.32,32076.41
687,893.34,1547.84,32065.94
688,893.46,1549.36,31984.37
689,893.58,1550.89,31938.97
690,893.70,1552.41,31945.10
691,893.82,1553.93,31868.43
692,893.94,1555.45,31765.27
693,894.06,1556.97,31785.28
694,894.19,1558.49,31709.42
695,894.31,1560.00,31609.10
696,894.43,1561.52,31536.52
697,894.55,1563.03,31533.37
698,894.67,1564.55,31463.75
699,894.79,1566.06,31367.46
700,894.91,1567.57,31349.12
701,895.03,1569.08,31289.71
702,895.16,1570.59,31193.81
703,895.28,1572.10,31176.82
704,895.40,1573.61,31109.12
705,895.52,1575.12,31047.39
706,895.64,1576.62,30926.98
707,895.76,1578.13,30883.06
708,895.88,1579.63,30848.86
709,896.00,1581.13,30728.71
710,896.12,1582.64,30746.13
711,896.24,1584.14,30694.54
712,896.36,1585.64,30588.03
713,896.48,1587.14,30533.63
714,896.60,1588.63,30488.08
715,896.72,1590.13,30461.69
716,896.84,1591.63,30295.09
717,896.96,1593.12,30259.75
718,897.08,1594.62,30161.22
719,897.20,1596.11,30125.66
720,897.32,1597.60,30059.57
721,897.44,1599.09,30021.33
722,897.56,1600.58,29886.99
723,897.68,1602.07,29893.65
724,897.80,1603.56,29845.58
725,897.92,1605.05,29739.30
726,898.04,1606.53,29689.21
727,898.16,1608.02,29575.66
728,898.28,1609.50,29539.11
729,898.40,1610.98,29447.67
730,898.52,1612.47,29379.28
731,898.64,1613.95,29307.29
732,898.76,1615.43,29293.76
733,898.88,1616.91,29256.49
734,899.00,1618.38,29163.25
735,899.12,1619.86,29138.29
736,899.24,1621.34,29047.69
737,899.36,1622.81,29006.61
738,899.48,1624.29,28917.42
739,899.60,1625.76,28916.18
740,899.72,1627.23,28755.18
741,899.84,1628.70,28714.89
742,899.95,1630.17,28638.46
743,900.07,1631.64,28601.56
744,900.19,1633.11,28594.45
745,900.31,1634.58,28502.14
746,900.43,1636.04,28473.55
747,900.55,1637.51,28434.63
748,900.67,1638.97,28395.85
749,900.79,1640.44,28320.91
750,900.91,1641.90,28251.49
751,901.02,1643.36,28197.87
752,901.14,1644.82,28171.47
753,901.26,1646.28,28058.42
754,901.38,1647.74,28045.91
755,901.50,1649.19,27943.95
756,901.62,1650.65,27913.42
757,901.73,1652.11,27873.90
758,901.85,1653.56,27815.18
759,901.97,1655.01,27789.32
760,902.09,1656.47,27701.21
761,902.21,1657.92,27689.24
762,902.33,1659.37,27558.74
763,902.44,1660.82,27508.88
764,902.56,1662.27,27458.66
765,902.68,1663.71,27412.76
766,902.80,1665.16,27309.11
767,902.92,1666.60,27298.84
768,903.03,1668.05,27186.21
769,903.15,1669.49,27132.79
770,903.27,1670.93,27118.09
771,903.39,1672.38,27060.90
772,903.50,1673.82,27017.08
773,903.62,1675.26,26905.71
774,903.74,1676.69,26847.95
775,903.86,1678.13,26754.45
776,903.97,1679.57,26718.89
777,904.09,1681.00,26695.13
778,904.21,1682.44,26612.69
779,904.33,1683.87,26566.07
780,904.44,1685.30,26486.80
781,904.56,1686.74,26460.71
782,904.68,1688.17,26386.55
783,904.79,1689.60,26364.59
784,904.91,1691.02,26301.60
785,905.03,1692.45,26188.58
786,905.14,1693.88,26143.10
787,905.26,1695.30,26056.80
788,905.38,1696.73,26005.70
789,905.49,1698.15,25954.74
790,905.61,1699.57,25842.91
791,905.73,1701.00,25809.20
792,905.84,1702.42,25757.71
793,905.96,1703.84,25654.67
794,906.08,1705.25,25594.53
795,906.19,1706.67,25535.02
796,906.31,1708.09,25463.82
797,906.43,1709.50,25429.67
798,906.54,1710.92,25340.89
799,906.66,1712.33,25234.65
800,906.77,1713.74,25200.34
801,906.89,1715.16,25086.93
802,907.01,1716.57,25046.79
803,907.12,1717.98,24974.63
804,907.24,1719.38,24933.30
805,907.35,1720.79,24858.36
806,907.47,1722.20,24779.18
807,907.59,1723.60,24718.19
808,907.70,1725.01,24681.38
809,907.82,1726.41,24607.70
810,907.93,1727.82,24567.73
811,908.05,1729.22,24446.31
812,908.16,1730.62,24398.97
813,908.28,1732.02,24318.51
814,908.40,1733.42,24285.38
815,908.51,1734.81,24199.09
816,908.63,1736.21,24163.57
817,908.74,1737.61,24121.20
818,908.86,1739.00,24044.71
819,908.97,1740.40,23983.67
820,909.09,1741.79,23957.34
821,909.20,1743.18,23903.32
822,909.32,1744.57,23861.73
823,909.43,1745.96,23808.82
824,909.55,1747.35,23753.08
825,909.66,1748.74,23680.88
826,909.78,1750.12,23637.40
827,909.89,1751.51,23634.28
828,910.01,1752.89,23576.58
829,910.12,1754.28,23531.71
830,910.23,1755.66,23519.09
831,910.35,1757.04,23454.35
832,910.46,1758.42,23425.96
833,910.58,1759.80,23371.39
834,910.69,1761.18,23324.66
835,910.81,1762.56,23239.99
836,910.92,1763.94,23196.86
