ENLIGHTEN Version,3.2.30
Measurement ID,,,20230419-151708-452683-WP-00643
Serial Number,,,WP-00643
Model,,,WP-785-R-SR-LMMF
Detector,,,S11511
Label,,,15:17:08 WP-00643
837,911.04,1765.31,23173.99
838,911.15,1766.69,23128.96
839,911.26,1768.06,23054.91
840,911.38,1769.44,23016.58
841,911.49,1770.81,22965.67
842,911.61,1772.18,22964.26
843,911.72,1773.55,22909.71
844,911.83,1774.92,22866.56
845,911.95,1776.28,22829.96
846,912.06,1777.65,22770.73
847,912.17,1779.02,22701.83
848,912.29,1780.38,22682.72
849,912.40,1781.75,22630.57
850,912.51,1783.11,22566.75
851,912.63,1784.47,22516.90
852,912.74,1785.83,22502.77
853,912.85,1787.19,22467.67
854,912.97,1788.55,22411.92
855,913.08,1789.91,22370.05
856,913.19,1791.27,22356.99
857,913.31,1792.62,22257.14
858,913.42,1793.98,22248.52
859,913.53,1795.33,22184.42
860,913.65,1796.69,22150.75
861,913.76,1798.04,22079.70
862,913.87,1799.39,22026.02
863,913.98,1800.74,21967.17
864,914.10,1802.09,21918.53
865,914.21,1803.44,21858.20
866,914.32,1804.78,21794.62
867,914.44,1806.13,21787.90
868,914.55,1807.47,21703.47
869,914.66,1808.82,21637.64
870,914.77,1810.16,21557.07
871,914.88,1811.50,21502.08
872,915.00,1812.85,21441.06
873,915.11,1814.19,21369.49
874,915.22,1815.52,21302.09
875,915.33,1816.86,21214.11
876,915.45,1818.20,21177.59
877,915.56,1819.54,21100.03
878,915.67,1820.87,21053.97
879,915.78,1822.21,20954.86
880,915.89,1823.54,20902.33
881,916.01,1824.87,20854.24
882,916.12,1826.20,20774.82
883,916.23,1827.53,20724.89
884,916.34,1828.86,20615.68
885,916.45,1830.19,20607.10
886,916.56,1831.52,20523.14
887,916.67,1832.84,20483.32
888,916.79,1834.17,20454.04
889,916.90,1835.49,20414.72
890,917.01,1836.82,20373.51
891,917.12,1838.14,20315.40
892,917.23,1839.46,20274.07
893,917.34,1840.78,20202.03
894,917.45,1842.10,20169.32
895,917.56,1843.42,20113.39
896,917.68,1844.74,20028.86
897,917.79,1846.05,20041.01
898,917.90,1847.37,19987.52
899,918.01,1848.68,19910.50
900,918.12,1850.00,19923.08
901,918.23,1851.31,19858.43
902,918.34,1852.62,19837.64
903,918.45,1853.93,19807.00
904,918.56,1855.24,19757.88
905,918.67,1856.55,19738.45
906,918.78,1857.86,19662.53
907,918.89,1859.16,19612.69
908,919.00,1860.47,19519.12
909,919.11,1861.77,19523.88
910,919.22,1863.08,19485.64
911,919.33,1864.38,19455.19
912,919.44,1865.68,19372.30
913,919.55,1866.98,19360.07
914,919.66,1868.28,19321.95
915,919.77,1869.58,19252.12
916,919.88,1870.88,19253.21
917,919.99,1872.17,19178.98
918,920.10,1873.47,19116.80
919,920.21,1874.76,19059.74
920,920.32,1876.06,18992.23
921,920.43,1877.35,18961.43
922,920.54,1878.64,18864.45
923,920.65,1879.93,18869.98
924,920.76,1881.22,18798.28
925,920.87,1882.51,18770.83
926,920.98,1883.80,18727.84
927,921.09,1885.08,18698.78
928,921.19,1886.37,18614.61
929,921.30,1887.65,18585.09
930,921.41,1888.94,18501.52
931,921.52,1890.22,18437.82
932,921.63,1891.50,18348.77
933,921.74,1892.78,18340.28
934,921.85,1894.06,18271.24
935,921.96,1895.34,18222.62
936,922.07,1896.62,18183.75
937,922.17,1897.90,18132.07
938,922.28,1899.17,18078.52
939,922.39,1900.45,17992.56
940,922.50,1901.72,17940.42
941,922.61,1902.99,17834.93
942,922.72,1904.26,17787.56
943,922.82,1905.54,17723.12
944,922.93,1906.81,17644.23
945,923.04,1908.07,17599.07
946,923.15,1909.34,17550.23
947,923.26,1910.61,17498.44
948,923.36,1911.87,17449.08
949,923.47,1913.14,17420.27
950,923.58,1914.40,17346.48
951,923.69,1915.67,17277.91
952,923.80,1916.93,17235.44
953,923.90,1918.19,17169.46
954,924.01,1919.45,17118.81
955,924.12,1920.71,17045.93
956,924.23,1921.97,16969.68
957,924.33,1923.22,16954.45
958,924.44,1924.48,16898.41
959,924.55,1925.73,16861.64
960,924.65,1926.99,16813.22
961,924.76,1928.24,16761.28
962,924.87,1929.49,16718.95
963,924.98,1930.74,16694.19
964,925.08,1931.99,16635.37
965,925.19,1933.24,16568.19
966,925.30,1934.49,16537.22
967,925.40,1935.74,16479.65
968,925.51,1936.98,16417.24
969,925.62,1938.23,16350.33
970,925.72,1939.47,16319.82
971,925.83,1940.71,16300.00
972,925.94,1941.96,16253.84
973,926.04,1943.20,16219.26
974,926.15,1944.44,16194.22
975,926.25,1945.68,16158.06
976,926.36,1946.91,16141.88
977,926.47,1948.15,16085.64
978,926.57,1949.39,16064.15
979,926.68,1950.62,16008.40
980,926.79,1951.86,15961.96
981,926.89,1953.09,15946.11
982,927.00,1954.32,15919.75
983,927.10,1955.55,15864.76
984,927.21,1956.78,15862.97
985,927.31,1958.01,15818.41
986,927.42,1959.24,15807.17
987,927.53,1960.47,15765.41
988,927.63,1961.69,15752.84
989,927.74,1962.92,15730.03
990,927.84,1964.14,15679.23
991,927.95,1965.37,15614.36
992,928.05,1966.59,15569.06
993,928.16,1967.81,15543.64
994,928.26,1969.03,15512.44
995,928.37,1970.25,15450.68
996,928.47,1971.47,15435.75
997,928.58,1972.69,15422.20
998,928.68,1973.90,15358.61
999,928.79,1975.12,15334.20
1000,928.89,1976.33,15290.88
1001,929.00,1977.54,15230.83
1002,929.10,1978.76,15191.45
1003,929.21,1979.97,15130.97
1004,929.31,1981.18,15109.01
1005,929.42,1982.39,15049.25
1006,929.52,1983.60,14998.91
1007,929.62,1984.80,14958.33
1008,929.73,1986.01,14936.71
1009,929.83,1987.21,14860.72
1010,929.94,1988.42,14880.41
1011,930.04,1989.62,14802.16
1012,930.14,1990.82,14772.70
1013,930.25,1992.03,14695.53
1014,930.35,1993.23,14665.42
1015,930.46,1994.43,14620.31
1016,930.56,1995.62,14585.77
1017,930.66,1996.82,14533.41
1018,930.77,1998.02,14493.93
1019,930.87,1999.21,14452.42
1020,930.97,2000.41,14380.74
1021,931.08,2001.60,14346.32
1022,931.18,2002.79,14297.38
1023,931.28,2003.98,14212.73
