ENLIGHTEN Version,3.2.30
Measurement ID,,,20230419-151318-179828-WP-00643
Serial Number,,,WP-00643
Model,,,WP-785-R-SR-LMMF
Detector,,,S11511
Label,,,15:13:18 WP-00643
678,892.24,1534.08,13370.71
679,892.36,1535.61,13388.06
680,892.48,1537.15,13358.09
681,892.60,1538.68,13368.59
682,892.73,1540.21,13363.74
683,892.85,1541.73,13352.95
684,892.97,1543.26,13348.06
685,893.09,1544.79,13360.50
686,893.21,1546.32,13337.65
687,893.34,1547.84,13353.11
688,893.46,1549.36,13340.83
689,893.58,1550.89,13341.36
690,893.70,1552.41,13353.63
691,893.82,1553.93,13344.29
692,893.94,1555.45,13316.06
693,894.06,1556.97,13333.43
694,894.19,1558.49,13316.84
695,894.31,1560.00,13290.80
696,894.43,1561.52,13278.25
697,894.55,1563.03,13304.61
698,894.67,1564.55,13286.93
699,894.79,1566.06,13265.07
700,894.91,1567.57,13272.40
701,895.03,1569.08,13263.88
702,895.16,1570.59,13241.96
703,895.28,1572.10,13258.80
704,895.40,1573.61,13239.15
705,895.52,1575.12,13230.28
706,895.64,1576.62,13203.77
707,895.76,1578.13,13206.29
708,895.88,1579.63,13196.33
709,896.00,1581.13,13165.37
710,896.12,1582.64,13182.75
711,896.24,1584.14,13175.37
712,896.36,1585.64,13142.31
713,896.48,1587.14,13140.47
714,896.60,1588.63,13130.54
715,896.72,1590.13,13138.69
716,896.84,1591.63,13087.17
717,896.96,1593.12,13089.67
718,897.08,1594.62,13062.10
719,897.20,1596.11,13065.99
720,897.32,1597.60,13046.86
721,897.44,1599.09,13049.42
722,897.56,1600.58,13010.71
723,897.68,1602.07,13026.27
724,897.80,1603.56,13007.62
725,897.92,1605.05,12978.81
726,898.04,1606.53,12960.20
727,898.16,1608.02,12937.93
728,898.28,1609.50,12943.31
729,898.40,1610.98,12907.11
730,898.52,1612.47,12905.45
731,898.64,1613.95,12884.52
732,898.76,1615.43,12891.13
733,898.88,1616.91,12897.43
734,899.00,1618.38,12862.12
735,899.12,1619.86,12876.72
736,899.24,1621.34,12849.37
737,899.36,1622.81,12853.51
738,899.48,1624.29,12830.43
739,899.60,1625.76,12837.42
740,899.72,1627.23,12782.92
741,899.84,1628.70,12792.10
742,899.95,1630.17,12766.19
743,900.07,1631.64,12771.77
744,900.19,1633.11,12772.41
745,900.31,1634.58,12737.28
746,900.43,1636.04,12754.15
747,900.55,1637.51,12749.90
748,900.67,1638.97,12743.20
749,900.79,1640.44,12729.12
750,900.91,1641.90,12709.01
751,901.02,1643.36,12698.86
752,901.14,1644.82,12712.20
753,901.26,1646.28,12673.15
754,901.38,1647.74,12664.76
755,901.50,1649.19,12649.44
756,901.62,1650.65,12630.09
757,901.73,1652.11,12647.46
758,901.85,1653.56,12631.13
759,901.97,1655.01,12635.62
760,902.09,1656.47,12600.62
761,902.21,1657.92,12620.32
762,902.33,1659.37,12598.00
763,902.44,1660.82,12582.79
764,902.56,1662.27,12581.38
765,902.68,1663.71,12573.79
766,902.80,1665.16,12542.55
767,902.92,1666.60,12557.30
768,903.03,1668.05,12534.63
769,903.15,1669.49,12522.97
770,903.27,1670.93,12530.97
771,903.39,1672.38,12527.97
772,903.50,1673.82,12517.65
773,903.62,1675.26,12489.57
774,903.74,1676.69,12478.45
775,903.86,1678.13,12455.76
776,903.97,1679.57,12454.34
777,904.09,1681.00,12473.22
778,904.21,1682.44,12445.79
779,904.33,1683.87,12427.16
780,904.44,1685.30,12415.54
781,904.56,1686.74,12422.42
782,904.68,1688.17,12404.92
783,904.79,1689.60,12417.31
784,904.91,1691.02,12417.74
785,905.03,1692.45,12373.49
786,905.14,1693.88,12370.46
787,905.26,1695.30,12341.92
788,905.38,1696.73,12336.08
789,905.49,1698.15,12328.03
790,905.61,1699.57,12307.37
791,905.73,1701.00,12300.40
792,905.84,1702.42,12297.69
793,905.96,1703.84,12278.44
794,906.08,1705.25,12250.78
795,906.19,1706.67,12239.80
796,906.31,1708.09,12233.83
797,906.43,1709.50,12230.26
798,906.54,1710.92,12201.35
799,906.66,1712.33,12174.31
800,906.77,1713.74,12173.89
801,906.89,1715.16,12136.49
802,907.01,1716.57,12131.61
803,907.12,1717.98,12108.36
804,907.24,1719.38,12113.96
805,907.35,1720.79,12089.34
806,907.47,1722.20,12071.06
807,907.59,1723.60,12065.01
808,907.70,1725.01,12059.36
809,907.82,1726.41,12042.75
