Benzophenone,Alanine,Oatmeal agar,Oatmeal agar (raw),Wavenumber,Wavelength
2877.4,2704.817115,44005.89055,44212.49,1132.15765,861.35
3356.65,3102.362736,43968.78253,44192.01,1133.909587,861.48
3944.36,3724.312344,43931.32129,44139.86,1135.795698,861.62
4737.77,4500.965938,43893.52499,44019.29,1137.546537,861.75
5881.16,5221.32352,43855.41284,44032.92,1139.296848,861.88
7338.99,5652.98509,43817.0047,44009.54,1141.046631,862.01
9046.16,5628.85065,43778.32129,43840.63,1142.795887,862.14
11116.27,5325.620199,43739.38431,43812.91,1144.544615,862.27
13382.24,4688.893739,43700.21575,43687.75,1146.292816,862.4
14968.96,4133.471271,43660.838,43657.65,1148.174904,862.54
15107.38,3848.452794,43621.27337,43585.85,1149.922011,862.67
14090.25,3955.63831,43581.54414,43501.5,1151.668591,862.8
12311.24,4356.427819,43541.67243,43442.68,1153.414645,862.93
10209.05,4703.521322,43501.67997,43399.51,1155.160173,863.06
8656.01,4925.418818,43461.58796,43365.86,1156.905175,863.19
7742.12,4955.32031,43421.41714,43324.32,1158.649652,863.32
7355.06,4776.825797,43381.18772,43269.44,1160.393603,863.45
7357.35,4429.43528,43340.91945,43215.55,1162.271117,863.59
6872.85,4026.048759,43300.63153,43142.64,1164.013978,863.72
5602.26,3567.366234,43260.34251,43073.07,1165.756315,863.85
4439.65,3174.287707,43220.07016,43008.38,1167.498127,863.98
3627.59,2694.313177,43179.83132,42812.89,1169.239415,864.11
2917.53,2216.142645,43139.64177,42896.5,1170.980179,864.24
2571.37,1832.976112,43099.51545,42809.57,1172.72042,864.37
2550.25,1582.413577,43059.46509,42755.22,1174.460137,864.5
2607.1,1435.45504,43019.50195,42758.13,1176.199331,864.63
2692.07,1343.600504,42979.6358,42744.86,1177.938002,864.76
2801.96,1272.349966,42939.87509,42694.74,1179.676151,864.89
2957.35,1235.403429,42900.22708,42704.44,1181.547419,865.03
3102.02,1207.760892,42860.69783,42666.46,1183.284483,865.16
3121.17,1185.122355,42821.29241,42590.87,1185.021024,865.29
2989.28,1170.78782,42782.01492,42550.53,1186.757045,865.42
2671.98,1158.557285,42742.8683,42510.3,1188.492543,865.55
2183.6,1135.030752,42703.85434,42527.14,1190.22752,865.68
1693.59,1127.908221,42664.97367,42457.5,1191.961977,865.81
1387.31,1101.389692,42626.22603,42431.83,1193.695912,865.94
1247.12,1107.875165,42587.61013,42446.84,1195.429327,866.07
1189.59,1094.064641,42549.1237,42321.86,1197.162222,866.2
1167.34,1086.15812,42510.76377,42411.28,1198.894597,866.33
1157.01,1090.255601,42472.52623,42385.1,1200.626452,866.46
1154.06,1111.757087,42434.40648,42355.61,1202.357787,866.59
1143.41,1114.262575,42396.39948,42316.16,1204.088603,866.72
1133.31,1128.572068,42358.49979,42299.94,1205.818899,866.85
1119.64,1140.285565,42320.70157,42251.33,1207.548677,866.98
1103.61,1131.503066,42282.9987,42212.43,1209.277936,867.11
1085.54,1144.224572,42245.3847,42101,1211.006677,867.24
1067.85,1147.750083,42207.85275,42144.61,1212.734899,867.37
1057.73,1163.679599,42170.39528,42120.54,1214.462604,867.5
1046.4,1182.81312,42133.00444,42014.81,1216.189791,867.63
1040.77,1186.150646,42095.6721,42067.74,1217.91646,867.76
1039.93,1224.792178,42058.38956,42053.92,1219.642612,867.89
1038.26,1233.137716,42021.14797,41924.24,1221.368247,868.02
1038.66,1272.18726,41983.93847,41937.63,1223.093365,868.15
1038.1,1315.84081,41946.7517,41895.5,1224.817967,868.28
1041.88,1364.798367,41909.57807,41819.34,1226.542052,868.41
1044.57,1446.05993,41872.40774,41761.5,1228.265621,868.54
1048.6,1577.2255,41835.23042,41745.72,1229.988675,868.67
1052.34,1735.895077,41798.03526,41723.43,1231.711212,868.8
1055.01,1955.968661,41760.81097,41711.72,1233.433234,868.93
1054.56,2192.746252,41723.54587,41682.1,1235.154741,869.06
1055.57,2437.02785,41686.22806,41583.77,1236.875733,869.19
1058.07,2694.213456,41648.84542,41598.56,1238.596211,869.32
1067.36,2891.903069,41611.3853,41604.01,1240.316174,869.45
1082.58,3044.09669,41573.83483,41520.69,1242.035622,869.58
1105.85,3103.694318,41536.18109,41618.96,1243.754557,869.71
1132.46,3023.995955,41498.41089,41481.42,1245.472978,869.84
1161.33,2843.801599,41460.51145,41452.53,1247.190885,869.97
1185.95,2565.011251,41422.46992,41511.25,1248.908279,870.1
1203.23,2214.824911,41384.27339,41393.81,1250.625159,870.23
1213.19,1890.042578,41345.90942,41356.05,1252.209517,870.35
1218.96,1652.864254,41307.3656,41403.63,1253.925412,870.48
1234.57,1501.489937,41268.62958,41369.09,1255.640794,870.61
1259.8,1368.819629,41229.68947,41317.9,1257.355664,870.74
1313.63,1314.453328,41190.5339,41344.87,1259.070022,870.87
1386.11,1261.391034,41151.15196,41326.17,1260.783868,871
1473.78,1232.432749,41111.53346,41285.85,1262.497203,871.13
1582.36,1200.678471,41071.66914,41318.47,1264.210027,871.26
1719.27,1172.628201,41031.55058,41244,1265.922339,871.39
1926.18,1156.681938,40991.1706,41210.84,1267.634141,871.52
2236.56,1163.639682,40950.52308,41204.46,1269.213812,871.64
2665.25,1152.901434,40909.60301,41137.21,1270.924632,871.77
3210.55,1151.167194,40868.40663,41094.47,1272.634942,871.9
3786.38,1157.13696,40826.93135,41008.72,1274.344741,872.03
4249.78,1181.310734,40785.17566,41024.96,1276.054031,872.16
4460.79,1193.188515,40743.13902,40955.53,1277.762812,872.29
4371.82,1208.870303,40700.82203,40925.51,1279.471083,872.42
4049.07,1249.856097,40658.22641,40890.43,1281.178845,872.55
3549.36,1287.845898,40615.35494,40789.51,1282.75479,872.67
3017.99,1316.739706,40572.21162,40747.02,1284.461574,872.8
2574.16,1376.43752,40528.80128,40666.29,1286.167849,872.93
2244.24,1463.139341,40485.12965,40593.76,1287.873617,873.06
1997.34,1574.845167,40441.20313,40595.12,1289.578877,873.19
1790.13,1727.555,40397.02867,40453.47,1291.283629,873.32
1601.05,1951.968839,40352.61399,40445.02,1292.987873,873.45
1435.87,2258.886683,40307.96709,40361.41,1294.560572,873.57
1303.9,2742.208533,40263.09643,40269.08,1296.263841,873.7
1224.43,3479.934388,40218.01075,40250.74,1297.966603,873.83
1192.73,4561.464248,40172.71881,40251.22,1299.668859,873.96
1197.08,5982.498113,40127.22953,40164.33,1301.370609,874.09
1228.99,7695.135983,40081.55222,40165.04,1302.941005,874.21
1271.45,9393.877857,40035.6964,40055.82,1304.641782,874.34
1325.56,10631.82374,39989.67197,39931.17,1306.342052,874.47
1417.1,11117.57362,39943.48896,39873.14,1308.041818,874.6
1553.45,10779.0275,39897.1571,39805.45,1309.741078,874.73
1716.57,9635.585392,39850.68576,39705.13,1311.309177,874.85
1828.01,7986.647282,39804.08386,39642.15,1313.007467,874.98
1868.3,6228.013175,39757.3596,39612.82,1314.705251,875.11
1847.46,4778.483068,39710.52034,39533.46,1316.402531,875.24
1796.61,3700.656962,39663.57275,39573.53,1318.099307,875.37
1712.69,2973.034856,39616.5226,39524.02,1319.665115,875.49
1621.84,2486.91675,39569.37521,39496.07,1321.360922,875.62
1555.91,2212.402641,39522.13544,39399.91,1323.056226,875.75
1504.53,2073.292531,39474.80779,39394.81,1324.751027,875.88
1413.81,1936.686417,39427.39613,39331.95,1326.315011,876
1287.62,1896.9843,39379.90395,39229.98,1328.008845,876.13
1174.07,1886.386179,39332.33425,39203.73,1329.702176,876.26
1093.81,1904.792052,39284.68929,39133.62,1331.395004,876.39
1040.27,1948.701919,39236.97068,39154.5,1332.957169,876.51
1006.93,2042.61578,39189.17927,39050.16,1334.649032,876.64
994.82,2164.933633,39141.31551,39010.11,1336.340394,876.77
991.05,2319.355479,39093.37914,39052.39,1338.031253,876.9
987.85,2530.381315,39045.36927,38966.78,1339.591602,877.02
989.33,2819.711141,38997.28478,38985.15,1341.281498,877.15
988.12,3149.444956,38949.12416,38922.74,1342.970893,877.28
987.09,3680.98276,38900.88585,38927.18,1344.659788,877.41
987.18,4450.724552,38852.56815,38844.96,1346.218323,877.53
986.75,5583.67033,38804.16949,38752.48,1347.906256,877.66
993.41,7342.020095,38755.68828,38778.53,1349.593689,877.79
992.04,9650.973844,38707.12264,38630.37,1351.150875,877.91
995.93,12476.83158,38658.47083,38597.52,1352.837347,878.04
996.14,15527.09329,38609.73073,38573.22,1354.523319,878.17
1001.21,18531.95899,38560.89988,38544.29,1356.079158,878.29
1000.3,20579.62867,38511.97567,38488.23,1357.764171,878.42
1003.91,21026.40233,38462.95541,38467.1,1359.448685,878.55
1009.95,19890.97997,38413.83626,38475.14,1361.003179,878.67
1013.31,17360.76158,38364.61543,38431.22,1362.686735,878.8
1019.12,13967.94717,38315.29042,38375.17,1364.369792,878.93
1026.92,10354.33673,38265.85908,38347.13,1365.922942,879.05
1035.6,7425.930265,38216.31954,38322.95,1367.605043,879.18
1041.29,5442.127769,38166.67034,38244.49,1369.286646,879.31
1045.3,4370.429241,38116.91057,38168.85,1370.838454,879.43
1044.52,3996.434681,38067.03969,38161.59,1372.519101,879.56
1038.26,4107.244084,38017.05743,38106.58,1374.199252,879.69
1030.49,4771.857451,37966.96399,38097.41,1375.74972,879.81
1023.17,5640.874778,37916.76001,38059.19,1377.428916,879.94
1015.39,6144.296065,37866.4468,37909.07,1379.107616,880.07
1010.86,6154.121309,37816.02636,37941.15,1380.656745,880.19
1014.25,5811.450507,37765.50092,37880.15,1382.334491,880.32
1020.96,5077.983659,37714.87333,37830.58,1383.882741,880.44
1036.53,4015.420762,37664.14702,37767.6,1385.559535,880.57
1052.85,3080.961814,37613.32599,37698.84,1387.235834,880.7
1069.16,2595.406813,37562.41475,37601.44,1388.782747,880.82
1078.66,2422.055757,37511.41825,37525.43,1390.458095,880.95
1086.14,2426.408644,37460.34164,37446.44,1392.132948,881.08
1086.34,2541.665471,37409.19012,37413.27,1393.678528,881.2
1079.01,2718.526237,37357.96885,37341.5,1395.352431,881.33
1065.7,3013.39094,37306.68298,37326.44,1396.897134,881.45
1049.46,3457.359577,37255.33759,37284.3,1398.570088,881.58
1027.08,4061.932145,37203.93786,37172.1,1400.113915,881.7
1008.68,4971.708644,37152.48912,37138.14,1401.78592,881.83
990.87,6225.489071,37100.99653,37051.38,1403.457432,881.96
978.41,7814.673423,37049.46519,36933.38,1404.99993,882.08
970.06,9679.661698,36997.89993,36868.55,1406.670495,882.21
965.13,11458.95389,36946.30503,36807.68,1408.212118,882.33
965.31,12896.15001,36894.68411,36762.92,1409.881737,882.46
963.69,13577.95004,36843.04008,36686.1,1411.422486,882.58
963.9,13329.15399,36791.37522,36645.99,1413.091159,882.71
960.55,12296.86184,36739.691,36552.04,1414.631037,882.83
958.27,10744.97361,36687.98819,36516.89,1416.298765,882.96
952.4,8986.489277,36636.26659,36489.09,1417.966002,883.09
945.34,7323.008851,36584.52516,36382.1,1419.504554,883.21
939.88,6013.132326,36532.76214,36360.11,1421.170848,883.34
933.86,5042.859698,36480.97473,36319.46,1422.708529,883.46
931.72,4316.890965,36429.15929,36269.43,1424.37388,883.59
929.81,3770.426124,36377.31135,36122.31,1425.910692,883.71
933.24,3377.265172,36325.42566,36136.04,1427.5751,883.84
937.23,3067.308107,36273.49569,36040.65,1429.111043,883.96
943.04,2854.754924,36221.51396,36071.91,1430.77451,884.09
951.86,2666.705623,36169.47182,36006.39,1432.309584,884.21
967.36,2555.860198,36117.35989,36013.82,1433.972111,884.34
990.56,2487.918648,36065.16796,35990.13,1435.506317,884.46
1025.13,2423.98097,36012.8853,35911.71,1437.167905,884.59
1079.11,2439.34716,35960.50082,35945.15,1438.701244,884.71
1167.36,2502.117216,35908.0029,35908.18,1440.361892,884.84
1308.55,2615.891135,35855.37988,35872.5,1441.894365,884.96
1511.54,2801.168913,35802.62006,35843.43,1443.426423,885.08
1760.78,3077.450547,35749.71185,35825.54,1445.085683,885.21
1978.95,3431.236035,35696.64386,35793.69,1446.616875,885.33
2089.22,3906.225374,35643.40508,35730.75,1448.275199,885.46
2082.4,4592.718559,35589.98499,35768.5,1449.805527,885.58
1956.63,5603.615589,35536.37348,35714.14,1451.462914,885.71
1734.64,7182.116461,35482.56137,35714.25,1452.992378,885.83
1476.41,9796.12117,35428.54034,35713.8,1454.64883,885.96
1266.97,13569.92971,35374.30324,35644.79,1456.177431,886.08
1131.28,17363.74209,35319.84436,35634.95,1457.705619,886.2
1049.73,19595.65829,35265.15931,35630.26,1459.360688,886.33
1001.44,20003.97832,35210.24531,35528.43,1460.888013,886.45
981,18780.10217,35155.10138,35510.06,1462.542149,886.58
970.47,15716.32984,35099.72814,35331.02,1464.068613,886.7
966.71,11666.36132,35044.12798,35307.52,1465.721817,886.83
966.97,8306.196616,34988.30447,35233.57,1467.24742,886.95
969.93,6243.535715,34932.26246,35162.33,1468.772611,887.07
974.24,5152.978617,34876.00805,35107.43,1470.424436,887.2
978.04,4648.025318,34819.54849,35057.51,1471.948767,887.32
981.65,4656.975814,34762.89218,34934.31,1473.472687,887.44
990.06,5277.730101,34706.04871,34885.27,1475.123134,887.57
1008.96,6735.188175,34649.02853,34790.59,1476.646195,887.69
1039.97,8757.450032,34591.84299,34755.13,1478.295713,887.82
1088.71,10211.11567,34534.50414,34633.93,1479.817917,887.94
1175.33,10681.28508,34477.02484,34504.46,1481.339709,888.06
1334.15,10316.55826,34419.41847,34494.37,1482.987853,888.19
1583.67,9039.235209,34361.69853,34356.25,1484.508789,888.31
1797.1,6935.71592,34303.87889,34274.45,1486.029313,888.43
1931.92,4816.30039,34245.97342,34195.47,1487.676085,888.56
2005.73,3467.388613,34187.9958,34172.41,1489.195754,888.68
1965.98,2746.880586,34129.95951,34056.71,1490.715013,888.8
1785.01,2399.776304,34071.8779,33912.74,1492.360414,888.93
1559.97,2198.275763,34013.76398,33932.88,1493.878819,889.05
1389.04,2088.378959,33955.62998,33876.65,1495.396813,889.17
1254.65,2051.385886,33897.48769,33758.49,1497.040845,889.3
1157.66,2033.496542,33839.34852,33640.87,1498.557987,889.42
1107.69,2037.410921,33781.22321,33639.85,1500.074719,889.54
1079.56,2072.629019,33723.12146,33492.61,1501.717383,889.67
1058.57,2145.750831,33665.0523,33421.44,1503.233263,889.79
1047.17,2206.476354,33607.0236,33360.93,1504.748734,889.91
1049.33,2346.505582,33549.04199,33353.5,1506.263797,890.03
1059.8,2524.338512,33491.11291,33266.02,1507.904653,890.16
1073.83,2772.575138,33433.24078,33233.28,1509.418865,890.28
1089.35,3074.315457,33375.42893,33190.6,1510.932668,890.4
1105.25,3418.059464,33317.67966,33156.32,1512.572162,890.53
1115.41,3805.107153,33259.99437,33078.55,1514.085115,890.65
1122.24,4198.258522,33202.37364,33050.32,1515.597661,890.77
1121.96,4436.313565,33144.81715,33009.29,1517.1098,890.89
1119.5,4538.472278,33087.32381,32938.22,1518.74749,891.02
1116.29,4473.234655,33029.89186,32852.47,1520.25878,891.14
1113.07,4211.400694,32972.51879,32809.78,1521.769664,891.26
1112.8,3841.270388,32915.20121,32760.14,1523.28014,891.38
1108.35,3444.343733,32857.9349,32751.41,1524.916031,891.51
1111.63,3070.320725,32800.7149,32707.67,1526.42566,891.63
1115.11,2792.501359,32743.53567,32706.5,1527.934883,891.75
1121.5,2601.48563,32686.39124,32633.07,1529.4437,891.87
1131.65,2484.873533,32629.27545,32599.79,1530.952111,891.99
1142,2459.065064,32572.18185,32616.4,1532.585765,892.12
1149.74,2418.560219,32515.10388,32469.69,1534.093331,892.24
1163.92,2447.458991,32458.03516,32459.76,1535.600491,892.36
1177.81,2444.561377,32400.96911,32371.73,1537.107246,892.48
1192.04,2434.067372,32343.89916,32341.63,1538.613596,892.6
1212.08,2430.47697,32286.81858,32290.28,1540.245018,892.73
1231.93,2397.290168,32229.72063,32216.85,1541.750525,892.85
1257.24,2351.70696,32172.5986,32170.25,1543.255627,892.97
1287.4,2293.027342,32115.4457,32166.89,1544.760324,893.09
1322.97,2213.651308,32058.25515,32076.41,1546.264617,893.21
1364.56,2152.078854,32001.0204,32065.94,1547.893812,893.34
1413.2,2064.609975,31943.735,31984.37,1549.397263,893.46
1470.05,1985.444666,31886.39284,31938.97,1550.90031,893.58
1538.55,1921.582922,31828.98799,31945.1,1552.402954,893.7
1614.78,1862.824738,31771.51481,31868.43,1553.905195,893.82
1694.94,1769.27011,31713.96821,31765.27,1555.407032,893.94
1780.38,1728.719033,31656.34361,31785.28,1556.908466,894.06
1845.08,1681.371501,31598.63667,31709.42,1558.534564,894.19
1896.82,1625.027509,31540.8437,31609.1,1560.035159,894.31
1943.83,1582.887053,31482.96157,31536.52,1561.53535,894.43
1997.04,1576.350129,31424.98748,31533.37,1563.03514,894.55
2078.27,1547.716729,31366.91891,31463.75,1564.534527,894.67
2229.32,1541.786851,31308.75386,31367.46,1566.033512,894.79
2460.96,1546.560489,31250.49086,31349.12,1567.532095,894.91
2822.77,1556.737637,31192.12867,31289.71,1569.030276,895.03
3347.89,1556.518292,31133.6666,31193.81,1570.652852,895.16
4068.8,1570.302447,31075.10441,31176.82,1572.150196,895.28
4789.87,1582.090099,31016.44219,31109.12,1573.647139,895.4
5360.58,1609.281241,30957.68051,31047.39,1575.143681,895.52
5697.83,1675.375869,30898.82042,30926.98,1576.639822,895.64
5850.74,1724.873979,30839.86342,30883.06,1578.135562,895.76
5864.99,1832.875564,30780.81114,30848.86,1579.630901,895.88
5786.9,1928.78062,30721.66544,30728.71,1581.12584,896
5905.82,2100.289141,30662.42851,30746.13,1582.620378,896.12
6402.52,2320.201124,30603.10257,30694.54,1584.114516,896.24
7513.19,2582.516562,30543.69028,30588.03,1585.608254,896.36
9552.39,2937.93545,30484.19473,30533.63,1587.101593,896.48
12865.63,3316.957785,30424.61925,30488.08,1588.594531,896.6
17489.1,3705.483559,30364.96742,30461.69,1590.08707,896.72
22376.27,3979.112769,30305.24313,30295.09,1591.579209,896.84
26589.55,4156.245409,30245.45074,30259.75,1593.07095,896.96
29755.4,4190.381474,30185.59458,30161.22,1594.562291,897.08
31449.86,4161.820959,30125.67904,30125.66,1596.053233,897.2
30572.55,4032.263858,30065.7084,30059.57,1597.543776,897.32
27347.87,3933.610167,30005.68693,30021.33,1599.033921,897.44
22990.83,3780.259879,29945.61887,29886.99,1600.523668,897.56
18491.02,3661.012991,29885.50853,29893.65,1602.013016,897.68
13832.63,3483.769496,29825.35995,29845.58,1603.501966,897.8
9633.07,3312.52939,29765.1772,29739.3,1604.990518,897.92
6573.49,3102.492666,29704.96444,29689.21,1606.478672,898.04
4646.6,2917.65932,29644.7257,29575.66,1607.966428,898.16
3536.58,2792.029346,29584.46496,29539.11,1609.453787,898.28
2927.45,2720.602739,29524.18582,29447.67,1610.940749,898.4
2616.24,2721.779494,29463.89167,29379.28,1612.427313,898.52
2454.47,2769.759604,29403.58552,29307.29,1613.913481,898.64
2373.33,2856.943066,29343.26996,29293.76,1615.399251,898.76
2322.52,2909.129872,29282.94707,29256.49,1616.884625,898.88
2273.12,2931.020019,29222.61872,29163.25,1618.369603,899
2227.23,2913.9135,29162.28663,29138.29,1619.854184,899.12
2187.57,2813.01031,29101.95221,29047.69,1621.338369,899.24
2166.11,2670.310443,29041.61678,29006.61,1622.822157,899.36
2160.17,2502.513894,28981.28137,28917.42,1624.30555,899.48
2166.68,2335.520658,28920.94683,28916.18,1625.788547,899.6
2172.66,2192.230729,28860.61371,28755.18,1627.271149,899.72
2180.54,2108.644101,28800.28252,28714.89,1628.753355,899.84
2207.67,2073.260769,28739.95324,28638.46,1630.111696,899.95
2286.33,2058.380727,28679.62544,28601.56,1631.593145,900.07
2417.56,2089.80397,28619.29816,28594.45,1633.074198,900.19
2580.73,2126.630493,28558.97009,28502.14,1634.554857,900.31
2769.06,2157.060288,28498.63974,28473.55,1636.035121,900.43
3005.02,2194.893352,28438.30538,28434.63,1637.514991,900.55
3343.21,2217.429679,28377.96513,28395.85,1638.994466,900.67
3932.49,2219.869262,28317.61711,28320.91,1640.473547,900.79
5174.52,2209.512096,28257.25952,28251.49,1641.952234,900.91
7895.16,2209.858176,28196.89056,28197.87,1643.307352,901.02
12837.31,2189.107495,28136.50844,28171.47,1644.785284,901.14
18483.46,2149.460049,28076.11134,28058.42,1646.262823,901.26
22553.09,2146.615831,28015.69763,28045.91,1647.739968,901.38
24374.6,2108.574837,27955.26558,27943.95,1649.21672,901.5
24115.79,2089.037059,27894.81364,27913.42,1650.693079,901.62
21395.01,2065.002493,27834.34017,27873.9,1652.046063,901.73
16282.24,2042.171132,27773.84363,27815.18,1653.521669,901.85
10956.66,2003.042972,27713.3227,27789.32,1654.996882,901.97
7152.93,1968.218006,27652.77624,27701.21,1656.471703,902.09
4866.42,1924.296229,27592.20351,27689.24,1657.946132,902.21
3520.54,1855.877634,27531.60399,27558.74,1659.420168,902.33
2699.57,1800.962216,27470.97767,27508.88,1660.771024,902.44
2170.44,1709.34997,27410.32466,27458.66,1662.244309,902.56
1846.46,1623.940889,27349.64526,27412.76,1663.717203,902.68
1647.32,1531.934968,27288.94002,27309.11,1665.189705,902.8
1525.63,1465.1322,27228.2098,27298.84,1666.661815,902.92
1439.58,1397.332581,27167.45556,27186.21,1668.010906,903.03
1371.91,1350.236104,27106.67861,27132.79,1669.482267,903.15
1310.66,1274.542764,27045.88037,27118.09,1670.953237,903.27
1264.09,1233.352554,26985.06237,27060.9,1672.423816,903.39
1225.46,1205.465469,26924.22651,27017.08,1673.771504,903.5
1200.53,1180.181503,26863.37507,26905.71,1675.241334,903.62
1182.86,1159.30065,26802.5108,26847.95,1676.710774,903.74
1176.2,1151.922904,26741.63665,26754.45,1678.179824,903.86
1171.28,1114.04826,26680.7558,26718.89,1679.526111,903.97
1174.58,1104.176711,26619.8715,26695.13,1680.994413,904.09
1173.42,1096.608252,26558.98719,26612.69,1682.462326,904.21
1173.89,1075.542876,26498.10668,26566.07,1683.929849,904.33
1170.71,1058.380579,26437.23405,26486.8,1685.274737,904.44
1163.07,1063.221354,26376.37372,26460.71,1686.741514,904.56
1149.2,1040.465195,26315.53036,26386.55,1688.207902,904.68
1135.84,1033.512096,26254.70907,26364.59,1689.551749,904.79
1122,1015.762051,26193.91529,26301.6,1691.017392,904.91
1106.1,986.9150549,26133.15502,26188.58,1692.482646,905.03
1096.4,992.4711013,26072.43479,26143.1,1693.825454,905.14
1084.62,971.2301843,26011.76141,26056.8,1695.289963,905.26
1075.6,969.592298,25951.14204,26005.7,1696.754084,905.38
1067.24,957.1574365,25890.58409,25954.74,1698.095855,905.49
1061.38,956.4255938,25830.0952,25842.91,1699.559232,905.61
1055.04,944.196764,25769.68336,25809.2,1701.022222,905.73
1054.68,931.3709412,25709.35663,25757.71,1702.362955,905.84
1052.64,925.3481195,25649.12323,25654.67,1703.825202,905.96
1051.87,910.0282928,25588.99167,25594.53,1705.287062,906.08
1058.1,897.3114552,25528.97046,25535.02,1706.62676,906.19
1064.23,901.7976008,25469.06814,25463.82,1708.087877,906.31
1074.28,900.0867236,25409.29327,25429.67,1709.548608,906.43
1089.37,905.5788176,25349.65441,25340.89,1710.887272,906.54
1106.58,893.8738768,25290.16021,25234.65,1712.347262,906.66
1135.23,907.2718954,25230.81927,25200.34,1713.685246,906.77
1161.31,895.9728673,25171.63992,25086.93,1715.144495,906.89
1184.87,893.2767864,25112.63032,25046.79,1716.603359,907.01
1202.47,890.7836469,25053.79824,24974.63,1717.940311,907.12
1208.17,891.7934428,24995.15109,24933.3,1719.398434,907.24
1206.03,909.7061679,24936.6959,24858.36,1720.734709,907.35
1190.11,922.1218164,24878.43939,24779.18,1722.192093,907.47
1168.79,928.5403822,24820.38787,24718.19,1723.649092,907.59
1145.7,940.4618594,24762.54719,24681.38,1724.984336,907.7
1120.96,944.1862418,24704.92265,24607.7,1726.440597,907.82
1098.7,952.7135235,24647.51917,24567.73,1727.775165,907.93
1073.72,963.6436984,24590.34117,24446.31,1729.230688,908.05
1051.76,980.3767605,24533.39268,24398.97,1730.564579,908.16
1027.44,992.1127039,24476.67702,24318.51,1732.019365,908.28
1005.6,1037.551522,24420.1968,24285.38,1733.473767,908.4
983.04,1036.09321,24363.95387,24199.09,1734.806631,908.51
962.31,1026.33776,24307.94942,24163.57,1736.260297,908.63
946.97,1032.685168,24252.18377,24121.2,1737.592486,908.74
937.38,1031.635426,24196.65655,24044.71,1739.045416,908.86
929.47,1037.78853,24141.36674,23983.67,1740.376931,908.97
925.88,1033.444472,24086.31253,23957.34,1741.829126,909.09
921.93,1026.303247,24031.49136,23903.32,1743.159967,909.2
920.7,1028.764848,23976.89999,23861.73,1744.611427,909.32
920.37,1006.12927,23922.53456,23808.82,1745.941596,909.43
920.6,1015.296507,23868.39062,23753.08,1747.392322,909.55
918.7,990.9665514,23814.46318,23680.88,1748.721818,909.66
919.12,978.0393984,23760.74664,23637.4,1750.17181,909.78
918.21,975.3150415,23707.23474,23634.28,1751.500634,909.89
915.7,976.4934747,23653.92062,23576.58,1752.949894,910.01
916.85,1003.574692,23600.79704,23531.71,1754.278046,910.12
911.6,978.7586866,23547.85638,23519.09,1755.605877,910.23
908,978.3454531,23495.09066,23454.35,1757.054054,910.35
905.18,973.6349852,23442.49179,23425.96,1758.381215,910.46
902.72,970.2272766,23390.05143,23371.39,1759.82866,910.58
899.42,961.9223213,23337.7612,23324.66,1761.15515,910.69
894.89,966.320113,23285.61259,23239.99,1762.601865,910.81
891.77,969.2206458,23233.59707,23196.86,1763.927685,910.92
887.88,987.9239133,23181.70583,23173.99,1765.37367,911.04
883.46,977.9299094,23129.92991,23128.96,1766.698821,911.15
882.05,980.738628,23078.2603,23054.91,1768.023652,911.26
880.02,976.6500629,23026.688,23016.58,1769.468557,911.38
879.58,967.4642079,22975.20386,22965.67,1770.79272,911.49
880.61,967.6810568,22923.79872,22964.26,1772.236896,911.61
882.35,962.3006035,22872.46334,22909.71,1773.560391,911.72
883.13,963.2228417,22821.1887,22866.56,1774.883566,911.83
887.28,996.5477654,22769.96595,22829.96,1776.326665,911.95
885.11,983.9753681,22718.7865,22770.73,1777.649173,912.06
884.06,992.2056439,22667.64202,22701.83,1778.971362,912.17
882.19,1005.238586,22616.52447,22682.72,1780.413386,912.29
878.64,992.6741894,22565.42596,22630.57,1781.734909,912.4
878.69,997.4124467,22514.33894,22566.75,1783.056112,912.51
876.23,983.5533521,22463.25619,22516.9,1784.497062,912.63
874.08,975.3968994,22412.17075,22502.77,1785.8176,912.74
873.1,969.3430823,22361.07592,22467.67,1787.13782,912.85
871.71,953.4918946,22309.96545,22411.92,1788.577696,912.97
872.03,950.44333,22258.83365,22370.05,1789.897251,913.08
870.56,933.3973823,22207.67531,22356.99,1791.216488,913.19
869.38,921.5540452,22156.48579,22257.14,1792.655292,913.31
870.3,917.6133126,22105.26119,22248.52,1793.973865,913.42
871.14,919.175178,22053.99812,22184.42,1795.292119,913.53
871.37,913.0396353,22002.69391,22150.75,1796.729854,913.65
870.26,919.6066782,21951.34653,22079.7,1798.047445,913.76
871.04,909.2763003,21899.9547,22026.02,1799.364719,913.87
870.42,906.6484955,21848.51777,21967.17,1800.681676,913.98
870.44,910.0232574,21797.03574,21918.53,1802.117995,914.1
869.17,907.6005797,21745.50918,21858.2,1803.434289,914.21
868.96,899.5804562,21693.93928,21794.62,1804.750266,914.32
873.77,902.3628805,21642.32779,21787.9,1806.185517,914.44
867.25,888.5478464,21590.67698,21703.47,1807.500833,914.55
867.66,886.2353475,21538.98982,21637.64,1808.815832,914.66
868.16,874.5253775,21487.26987,21557.07,1810.130516,914.77
871.29,882.0179301,21435.52115,21502.08,1811.444882,914.88
869.07,844.5129989,21383.74807,21441.06,1812.878377,915
870.52,855.4105778,21331.95535,21369.49,1814.192083,915.11
866.32,835.6106602,21280.14798,21302.09,1815.505474,915.22
