Benzophenone,Alanine,Oatmeal agar,Oatmeal agar (raw),Wavenumber,Wavelength
864.76,833.6132399,21228.33118,21214.11,1816.818549,915.33
861.35,832.7183106,21176.51025,21177.59,1818.250634,915.45
857.81,837.8258659,21124.69042,21100.03,1819.563049,915.56
856.25,851.5358994,21072.87693,21053.97,1820.875149,915.67
852.41,853.9484048,21021.07491,20954.86,1822.186934,915.78
851.7,857.1633758,20969.28936,20902.33,1823.498403,915.89
850.46,861.8808059,20917.525,20854.24,1824.928738,916.01
852.99,851.1006889,20865.78617,20774.82,1826.239549,916.12
853.41,862.5230183,20814.07691,20724.89,1827.550046,916.23
856.45,849.8477878,20762.40081,20615.68,1828.860227,916.34
858.53,841.874991,20710.76101,20607.1,1830.170094,916.45
863.92,843.1046216,20659.15992,20523.14,1831.479647,916.56
869.71,837.436673,20607.59942,20483.32,1832.788886,916.67
874.58,841.571139,20556.08072,20454.04,1834.216788,916.79
882.92,841.9080132,20504.60441,20414.72,1835.525369,916.9
886.52,841.847289,20453.17057,20373.51,1836.833637,917.01
890.79,830.5889603,20401.77881,20315.4,1838.141591,917.12
891.49,833.6330205,20350.42838,20274.07,1839.449231,917.23
891.97,825.0794632,20299.11806,20202.03,1840.756558,917.34
889.63,830.228282,20247.84628,20169.32,1842.063571,917.45
885.26,840.2794705,20196.61095,20113.39,1843.370271,917.56
881.02,829.6330223,20145.40963,20028.86,1844.795404,917.68
878.71,857.288931,20094.23942,20041.01,1846.101449,917.79
873.72,849.24719,20043.09687,19987.52,1847.407181,917.9
871.03,847.307793,19991.97824,19910.5,1848.7126,918.01
869.11,853.1707336,19940.87954,19923.08,1850.017706,918.12
869,847.0360053,19889.79635,19858.43,1851.322499,918.23
868.42,851.4036015,19838.72417,19837.64,1852.62698,918.34
869.37,859.673516,19787.65833,19807,1853.931149,918.45
870.39,860.3457422,19736.59417,19757.88,1855.235005,918.56
871.34,873.9202737,19685.52713,19738.45,1856.538548,918.67
875.35,890.097104,19634.45274,19662.53,1857.84178,918.78
879.01,897.1762266,19583.36681,19612.69,1859.1447,918.89
885.31,896.3576351,19532.26527,19519.12,1860.447307,919
892.16,908.8413229,19481.14423,19523.88,1861.749603,919.11
900.78,920.3272837,19429.9997,19485.64,1863.051587,919.22
911.21,940.8155108,19378.82792,19455.19,1864.35326,919.33
919.59,923.3059979,19327.62541,19372.3,1865.654621,919.44
926.35,926.8987384,19276.38906,19360.07,1866.955671,919.55
931.78,925.6937258,19225.116,19321.95,1868.25641,919.66
934.87,915.1909536,19173.80377,19252.12,1869.556837,919.77
933.97,930.0904152,19122.45039,19253.21,1870.856954,919.88
923.7,905.4921043,19071.05427,19178.98,1872.156759,919.99
914.45,893.8960143,19019.61449,19116.8,1873.456254,920.1
902.4,877.9021385,18968.13066,19059.74,1874.755438,920.21
894.6,870.9104706,18916.60287,18992.23,1876.054312,920.32
885.03,852.3210039,18865.03166,18961.43,1877.352875,920.43
879.28,847.833732,18813.41799,18864.45,1878.651128,920.54
878.24,840.8486482,18761.76324,18869.98,1879.94907,920.65
877.08,844.3657461,18710.06911,18798.28,1881.246703,920.76
879.25,848.9850191,18658.33778,18770.83,1882.544025,920.87
879.63,837.8064606,18606.57193,18727.84,1883.841038,920.98
884.46,853.8300641,18554.77475,18698.78,1885.13774,921.09
885.29,839.455823,18502.95006,18614.61,1886.316292,921.19
886.88,851.6837308,18451.10241,18585.09,1887.612404,921.3
885.36,847.2137808,18399.2369,18501.52,1888.908206,921.41
883.92,846.7459665,18347.35928,18437.82,1890.203699,921.52
879.25,850.6802813,18295.47585,18348.77,1891.498882,921.63
871.97,846.1167187,18243.59332,18340.28,1892.793757,921.74
867,852.455272,18191.71871,18271.24,1894.088322,921.85
860.29,862.2959346,18139.85948,18222.62,1895.382579,921.96
855.25,864.5387,18088.02352,18183.75,1896.676526,922.07
850.81,867.2835615,18036.21912,18132.07,1897.852574,922.17
849.87,889.1305126,17984.45506,18078.52,1899.145933,922.28
845.71,886.9795465,17932.74057,17992.56,1900.438983,922.39
844.51,892.6306568,17881.08539,17940.42,1901.731724,922.5
843,905.8838368,17829.49953,17834.93,1903.024158,922.61
841.12,908.4390799,17777.99331,17787.56,1904.316283,922.72
839.62,911.3963794,17726.57707,17723.12,1905.490675,922.82
838.55,926.6557287,17675.26121,17644.23,1906.782212,922.93
837.63,911.0171212,17624.05609,17599.07,1908.073442,923.04
838.62,923.3805502,17572.97194,17550.23,1909.364363,923.15
838.29,893.0460091,17522.01885,17498.44,1910.654977,923.26
839.19,889.1134912,17471.2068,17449.08,1911.827996,923.36
839.83,878.1829899,17420.54566,17420.27,1913.118023,923.47
840.09,861.2544985,17370.04517,17346.48,1914.407743,923.58
842.83,852.2280103,17319.71509,17277.91,1915.697156,923.69
844.79,858.3035187,17269.56504,17235.44,1916.986261,923.8
845.99,847.881017,17219.60446,17169.46,1918.157909,923.9
844.08,835.6604986,17169.84259,17118.81,1919.446429,924.01
845.3,828.4419567,17120.28845,17045.93,1920.734641,924.12
843.75,828.9253846,17070.95076,16969.68,1922.022548,924.23
842.64,827.8107758,17021.83792,16954.45,1923.193106,924.33
844.11,840.7981234,16972.95778,16898.41,1924.480427,924.44
843.3,833.9874207,16924.31788,16861.64,1925.767442,924.55
842,830.3786612,16875.92539,16813.22,1926.937189,924.65
844.63,843.971838,16827.78714,16761.28,1928.22362,924.76
843.91,830.6669444,16779.90967,16718.95,1929.509744,924.87
845.63,852.2639738,16732.29917,16694.19,1930.795562,924.98
845.43,849.6629195,16684.96155,16635.37,1931.964223,925.08
847.2,852.8637746,16637.90251,16568.19,1933.249458,925.19
848.38,863.6665325,16591.1275,16537.22,1934.534387,925.3
852.08,876.2711864,16544.64163,16479.65,1935.702239,925.4
854.22,886.6777296,16498.44975,16417.24,1936.986585,925.51
855.54,885.6861554,16452.55635,16350.33,1938.270626,925.62
858.54,904.696457,16406.96556,16319.82,1939.437671,925.72
860.1,930.1086276,16361.68097,16300,1940.72113,925.83
860.81,943.0226606,16316.70573,16253.84,1942.004283,925.94
858.2,951.6385491,16272.0427,16219.26,1943.170522,926.04
857.38,972.9562864,16227.69442,16194.22,1944.453093,926.15
854.19,985.9758657,16183.66317,16158.06,1945.618803,926.25
850.43,983.6972803,16139.95104,16141.88,1946.900793,926.36
846.58,979.8205233,16096.56002,16085.64,1948.182479,926.47
842.91,968.945588,16053.49209,16064.15,1949.347384,926.57
840.71,953.8724676,16010.74919,16008.4,1950.628488,926.68
840.18,941.1011553,15968.3333,15961.96,1951.909289,926.79
838.09,936.9316443,15926.24641,15946.11,1953.07339,926.89
836.56,910.9639278,15884.49045,15919.75,1954.35361,927
834.28,903.597999,15843.06747,15864.76,1955.517183,927.1
836.73,893.2338511,15801.97968,15862.97,1956.796824,927.21
837.52,888.4714773,15761.22941,15818.41,1957.95987,927.31
835.4,872.4108707,15720.8193,15807.17,1959.238931,927.42
836.83,862.8520245,15680.75226,15765.41,1960.517689,927.53
838.58,864.1949319,15641.03164,15752.84,1961.679932,927.63
839.97,852.6395861,15601.66122,15730.03,1962.958111,927.74
841.3,846.8859802,15562.64532,15679.23,1964.119829,927.84
844.7,854.7341074,15523.98893,15614.36,1965.397429,927.95
844.57,843.4839608,15485.6976,15569.06,1966.558621,928.05
846,851.4355336,15447.77733,15543.64,1967.835644,928.16
845.68,847.9888189,15410.23456,15512.44,1968.99631,928.26
842.12,834.5438098,15373.07619,15450.68,1970.272755,928.37
841.72,839.3004996,15336.30963,15435.75,1971.432896,928.47
840.67,841.4588813,15299.94269,15422.2,1972.708764,928.58
840.11,850.8189481,15263.98367,15358.61,1973.868381,928.68
840.28,863.5806931,15228.44148,15334.2,1975.143671,928.79
841.23,873.5441094,15193.32551,15290.88,1976.302764,928.89
842.29,895.4091901,15158.64568,15230.83,1977.577478,929
843.63,927.1759283,15124.41237,15191.45,1978.736046,929.1
844.46,967.5443172,15090.63637,15130.97,1980.010184,929.21
844.96,1009.31435,15057.32876,15109.01,1981.168229,929.31
844.72,1041.286019,15024.50085,15049.25,1982.441791,929.42
844.95,1074.159319,14992.16419,14998.91,1983.599313,929.52
843.7,1075.434241,14960.33047,14958.33,1984.756586,929.62
841.88,1067.610779,14929.0114,14936.71,1986.029299,929.73
841.13,1049.988927,14898.21869,14860.72,1987.186049,929.83
840.55,1028.068677,14867.96408,14880.41,1988.458187,929.94
840.56,990.5500223,14838.25913,14802.16,1989.614415,930.04
840.06,968.9329559,14809.11546,14772.7,1990.770394,930.14
840.53,935.8174709,14780.54451,14695.53,1992.041684,930.25
842.17,912.2035604,14752.55753,14665.42,1993.197142,930.35
843.09,905.1912174,14725.16536,14620.31,1994.467858,930.46
844.1,892.080435,14698.37838,14585.77,1995.622794,930.56
844.79,877.3712062,14672.20648,14533.41,1996.777482,930.66
849.87,898.963524,14646.65897,14493.93,1998.047352,930.77
846.57,868.3573815,14621.74444,14452.42,1999.201519,930.87
845.91,870.9527717,14597.47077,14380.74,2000.355438,930.97
846.62,869.5496875,14573.84494,14346.32,2001.624462,931.08
845.56,875.7481221,14550.87288,14297.38,2002.777861,931.18
844.89,863.8480684,14528.55938,14212.73,2003.931011,931.28
