ENLIGHTEN Version,3.2.30
Measurement ID,,,20230419-151847-272046-WP-00643
Serial Number,,,WP-00643
Model,,,WP-785-R-SR-LMMF
Detector,,,S11511
Label,,,15:18:47 WP-00643
890,917.01,1836.82,809.35
891,917.12,1838.14,807.71
892,917.23,1839.46,808.93
893,917.34,1840.78,807.94
894,917.45,1842.10,808.08
895,917.56,1843.42,808.55
896,917.68,1844.74,807.32
897,917.79,1846.05,810.15
898,917.90,1847.37,808.08
899,918.01,1848.68,808.99
900,918.12,1850.00,808.71
901,918.23,1851.31,808.42
902,918.34,1852.62,808.26
903,918.45,1853.93,808.31
904,918.56,1855.24,809.53
905,918.67,1856.55,809.48
906,918.78,1857.86,808.98
907,918.89,1859.16,809.34
908,919.00,1860.47,808.56
909,919.11,1861.77,809.65
910,919.22,1863.08,809.63
911,919.33,1864.38,811.24
912,919.44,1865.68,809.83
913,919.55,1866.98,809.63
914,919.66,1868.28,809.27
915,919.77,1869.58,809.83
916,919.88,1870.88,811.86
917,919.99,1872.17,809.15
918,920.10,1873.47,809.11
919,920.21,1874.76,809.00
920,920.32,1876.06,810.00
921,920.43,1877.35,808.72
922,920.54,1878.64,808.91
923,920.65,1879.93,807.84
924,920.76,1881.22,808.11
925,920.87,1882.51,809.33
926,920.98,1883.80,808.59
927,921.09,1885.08,807.52
928,921.19,1886.37,806.80
929,921.30,1887.65,808.43
930,921.41,1888.94,807.42
931,921.52,1890.22,808.75
932,921.63,1891.50,809.51
933,921.74,1892.78,807.00
934,921.85,1894.06,809.17
935,921.96,1895.34,808.73
936,922.07,1896.62,808.52
937,922.17,1897.90,807.41
938,922.28,1899.17,811.07
939,922.39,1900.45,808.78
940,922.50,1901.72,808.55
941,922.61,1902.99,808.13
942,922.72,1904.26,808.99
943,922.82,1905.54,808.20
944,922.93,1906.81,807.69
945,923.04,1908.07,807.56
946,923.15,1909.34,808.06
947,923.26,1910.61,809.13
948,923.36,1911.87,807.46
949,923.47,1913.14,807.32
950,923.58,1914.40,806.97
951,923.69,1915.67,807.24
952,923.80,1916.93,808.69
953,923.90,1918.19,807.33
954,924.01,1919.45,807.41
955,924.12,1920.71,806.15
956,924.23,1921.97,806.22
957,924.33,1923.22,806.55
958,924.44,1924.48,807.45
959,924.55,1925.73,807.50
960,924.65,1926.99,806.80
961,924.76,1928.24,806.14
962,924.87,1929.49,806.59
963,924.98,1930.74,806.90
964,925.08,1931.99,806.62
965,925.19,1933.24,806.59
966,925.30,1934.49,806.29
967,925.40,1935.74,807.37
968,925.51,1936.98,806.44
969,925.62,1938.23,806.64
970,925.72,1939.47,806.89
971,925.83,1940.71,807.16
972,925.94,1941.96,807.73
973,926.04,1943.20,807.78
974,926.15,1944.44,808.22
975,926.25,1945.68,807.06
976,926.36,1946.91,809.34
977,926.47,1948.15,807.51
978,926.57,1949.39,807.79
979,926.68,1950.62,807.82
980,926.79,1951.86,808.46
981,926.89,1953.09,807.51
982,927.00,1954.32,806.55
983,927.10,1955.55,805.09
984,927.21,1956.78,807.23
985,927.31,1958.01,806.88
986,927.42,1959.24,804.73
987,927.53,1960.47,806.28
988,927.63,1961.69,806.33
989,927.74,1962.92,804.43
990,927.84,1964.14,805.43
991,927.95,1965.37,806.57
992,928.05,1966.59,805.70
993,928.16,1967.81,806.41
994,928.26,1969.03,805.96
995,928.37,1970.25,805.74
996,928.47,1971.47,805.13
997,928.58,1972.69,804.75
998,928.68,1973.90,805.88
999,928.79,1975.12,804.63
1000,928.89,1976.33,806.04
1001,929.00,1977.54,805.93
1002,929.10,1978.76,805.77
1003,929.21,1979.97,805.18
1004,929.31,1981.18,806.79
1005,929.42,1982.39,806.48
1006,929.52,1983.60,809.10
1007,929.62,1984.80,807.87
1008,929.73,1986.01,806.94
1009,929.83,1987.21,806.91
1010,929.94,1988.42,806.01
1011,930.04,1989.62,806.58
1012,930.14,1990.82,805.37
1013,930.25,1992.03,804.71
1014,930.35,1993.23,804.72
1015,930.46,1994.43,804.10
1016,930.56,1995.62,804.15
1017,930.66,1996.82,803.58
1018,930.77,1998.02,806.80
1019,930.87,1999.21,803.54
1020,930.97,2000.41,803.56
1021,931.08,2001.60,804.24
1022,931.18,2002.79,803.73
1023,931.28,2003.98,803.07
