ENLIGHTEN Version,3.2.30
Measurement ID,,,20230419-151809-671888-WP-00643
Serial Number,,,WP-00643
Model,,,WP-785-R-SR-LMMF
Detector,,,S11511
Label,,,15:18:09 WP-00643
840,911.38,1769.44,880.02
841,911.49,1770.81,879.58
842,911.61,1772.18,880.61
843,911.72,1773.55,882.35
844,911.83,1774.92,883.13
845,911.95,1776.28,887.28
846,912.06,1777.65,885.11
847,912.17,1779.02,884.06
848,912.29,1780.38,882.19
849,912.40,1781.75,878.64
850,912.51,1783.11,878.69
851,912.63,1784.47,876.23
852,912.74,1785.83,874.08
853,912.85,1787.19,873.10
854,912.97,1788.55,871.71
855,913.08,1789.91,872.03
856,913.19,1791.27,870.56
857,913.31,1792.62,869.38
858,913.42,1793.98,870.30
859,913.53,1795.33,871.14
860,913.65,1796.69,871.37
861,913.76,1798.04,870.26
862,913.87,1799.39,871.04
863,913.98,1800.74,870.42
864,914.10,1802.09,870.44
865,914.21,1803.44,869.17
866,914.32,1804.78,868.96
867,914.44,1806.13,873.77
868,914.55,1807.47,867.25
869,914.66,1808.82,867.66
870,914.77,1810.16,868.16
871,914.88,1811.50,871.29
872,915.00,1812.85,869.07
873,915.11,1814.19,870.52
874,915.22,1815.52,866.32
875,915.33,1816.86,864.76
876,915.45,1818.20,861.35
877,915.56,1819.54,857.81
878,915.67,1820.87,856.25
879,915.78,1822.21,852.41
880,915.89,1823.54,851.70
881,916.01,1824.87,850.46
882,916.12,1826.20,852.99
883,916.23,1827.53,853.41
884,916.34,1828.86,856.45
885,916.45,1830.19,858.53
886,916.56,1831.52,863.92
887,916.67,1832.84,869.71
888,916.79,1834.17,874.58
889,916.90,1835.49,882.92
890,917.01,1836.82,886.52
891,917.12,1838.14,890.79
892,917.23,1839.46,891.49
893,917.34,1840.78,891.97
894,917.45,1842.10,889.63
895,917.56,1843.42,885.26
896,917.68,1844.74,881.02
897,917.79,1846.05,878.71
898,917.90,1847.37,873.72
899,918.01,1848.68,871.03
900,918.12,1850.00,869.11
901,918.23,1851.31,869.00
902,918.34,1852.62,868.42
903,918.45,1853.93,869.37
904,918.56,1855.24,870.39
905,918.67,1856.55,871.34
906,918.78,1857.86,875.35
907,918.89,1859.16,879.01
908,919.00,1860.47,885.31
909,919.11,1861.77,892.16
910,919.22,1863.08,900.78
911,919.33,1864.38,911.21
912,919.44,1865.68,919.59
913,919.55,1866.98,926.35
914,919.66,1868.28,931.78
915,919.77,1869.58,934.87
916,919.88,1870.88,933.97
917,919.99,1872.17,923.70
918,920.10,1873.47,914.45
919,920.21,1874.76,902.40
920,920.32,1876.06,894.60
921,920.43,1877.35,885.03
922,920.54,1878.64,879.28
923,920.65,1879.93,878.24
924,920.76,1881.22,877.08
925,920.87,1882.51,879.25
926,920.98,1883.80,879.63
927,921.09,1885.08,884.46
928,921.19,1886.37,885.29
929,921.30,1887.65,886.88
930,921.41,1888.94,885.36
931,921.52,1890.22,883.92
932,921.63,1891.50,879.25
933,921.74,1892.78,871.97
934,921.85,1894.06,867.00
935,921.96,1895.34,860.29
936,922.07,1896.62,855.25
937,922.17,1897.90,850.81
938,922.28,1899.17,849.87
939,922.39,1900.45,845.71
940,922.50,1901.72,844.51
941,922.61,1902.99,843.00
942,922.72,1904.26,841.12
943,922.82,1905.54,839.62
944,922.93,1906.81,838.55
945,923.04,1908.07,837.63
946,923.15,1909.34,838.62
947,923.26,1910.61,838.29
948,923.36,1911.87,839.19
949,923.47,1913.14,839.83
950,923.58,1914.40,840.09
951,923.69,1915.67,842.83
952,923.80,1916.93,844.79
953,923.90,1918.19,845.99
954,924.01,1919.45,844.08
955,924.12,1920.71,845.30
956,924.23,1921.97,843.75
957,924.33,1923.22,842.64
958,924.44,1924.48,844.11
959,924.55,1925.73,843.30
960,924.65,1926.99,842.00
961,924.76,1928.24,844.63
962,924.87,1929.49,843.91
963,924.98,1930.74,845.63
964,925.08,1931.99,845.43
965,925.19,1933.24,847.20
966,925.30,1934.49,848.38
967,925.40,1935.74,852.08
968,925.51,1936.98,854.22
969,925.62,1938.23,855.54
970,925.72,1939.47,858.54
971,925.83,1940.71,860.10
972,925.94,1941.96,860.81
973,926.04,1943.20,858.20
974,926.15,1944.44,857.38
975,926.25,1945.68,854.19
976,926.36,1946.91,850.43
977,926.47,1948.15,846.58
978,926.57,1949.39,842.91
979,926.68,1950.62,840.71
980,926.79,1951.86,840.18
981,926.89,1953.09,838.09
982,927.00,1954.32,836.56
983,927.10,1955.55,834.28
984,927.21,1956.78,836.73
985,927.31,1958.01,837.52
986,927.42,1959.24,835.40
987,927.53,1960.47,836.83
988,927.63,1961.69,838.58
989,927.74,1962.92,839.97
990,927.84,1964.14,841.30
991,927.95,1965.37,844.70
992,928.05,1966.59,844.57
993,928.16,1967.81,846.00
994,928.26,1969.03,845.68
995,928.37,1970.25,842.12
996,928.47,1971.47,841.72
997,928.58,1972.69,840.67
998,928.68,1973.90,840.11
999,928.79,1975.12,840.28
1000,928.89,1976.33,841.23
1001,929.00,1977.54,842.29
1002,929.10,1978.76,843.63
1003,929.21,1979.97,844.46
1004,929.31,1981.18,844.96
1005,929.42,1982.39,844.72
1006,929.52,1983.60,844.95
1007,929.62,1984.80,843.70
1008,929.73,1986.01,841.88
1009,929.83,1987.21,841.13
1010,929.94,1988.42,840.55
1011,930.04,1989.62,840.56
1012,930.14,1990.82,840.06
1013,930.25,1992.03,840.53
1014,930.35,1993.23,842.17
1015,930.46,1994.43,843.09
1016,930.56,1995.62,844.10
1017,930.66,1996.82,844.79
1018,930.77,1998.02,849.87
1019,930.87,1999.21,846.57
1020,930.97,2000.41,845.91
1021,931.08,2001.60,846.62
1022,931.18,2002.79,845.56
1023,931.28,2003.98,844.89
