ENLIGHTEN Version,2.2.7
Measurement ID,,,20220729-115930-568242-WP-00643,,,20220729-115932-057268-WP-00643,,,20220729-115932-881261-WP-00643,,,20220729-115933-648184-WP-00643,,,20220729-115934-368206-WP-00643,,,20220729-115935-072221-WP-00643,,,20220729-115935-729245-WP-00643,,,20220729-115936-291132-WP-00643,,,20220729-115936-929159-WP-00643,,,20220729-115938-005895-WP-00643,,
Serial Number,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,
Model,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,
11,803.18,291.27,4205.00,4205.00,0.00,1816.00,1816.00,0.00,3278.00,3278.00,0.00,2684.00,2684.00,0.00,2061.00,2061.00,0.00,2885.00,2885.00,0.00,2617.00,2617.00,0.00,4681.00,4681.00,0.00,3367.00,3367.00,0.00,2234.00,2234.00,0.00
12,803.32,293.46,4267.00,4267.00,0.00,1809.00,1809.00,0.00,3274.00,3274.00,0.00,2716.00,2716.00,0.00,2082.00,2082.00,0.00,2963.00,2963.00,0.00,2616.00,2616.00,0.00,4711.00,4711.00,0.00,3405.00,3405.00,0.00,2276.00,2276.00,0.00
13,803.46,295.65,4301.00,4301.00,0.00,1826.00,1826.00,0.00,3341.00,3341.00,0.00,2712.00,2712.00,0.00,2065.00,2065.00,0.00,2969.00,2969.00,0.00,2640.00,2640.00,0.00,4742.00,4742.00,0.00,3451.00,3451.00,0.00,2310.00,2310.00,0.00
14,803.60,297.84,4315.00,4315.00,0.00,1833.00,1833.00,0.00,3403.00,3403.00,0.00,2733.00,2733.00,0.00,2099.00,2099.00,0.00,3003.00,3003.00,0.00,2646.00,2646.00,0.00,4770.00,4770.00,0.00,3411.00,3411.00,0.00,2297.00,2297.00,0.00
15,803.74,300.02,4374.00,4374.00,0.00,1866.00,1866.00,0.00,3386.00,3386.00,0.00,2729.00,2729.00,0.00,2149.00,2149.00,0.00,2974.00,2974.00,0.00,2688.00,2688.00,0.00,4825.00,4825.00,0.00,3474.00,3474.00,0.00,2304.00,2304.00,0.00
16,803.88,302.21,4364.00,4364.00,0.00,1887.00,1887.00,0.00,3422.00,3422.00,0.00,2762.00,2762.00,0.00,2116.00,2116.00,0.00,2984.00,2984.00,0.00,2691.00,2691.00,0.00,4854.00,4854.00,0.00,3517.00,3517.00,0.00,2323.00,2323.00,0.00
17,804.02,304.39,4449.00,4449.00,0.00,1900.00,1900.00,0.00,3432.00,3432.00,0.00,2764.00,2764.00,0.00,2131.00,2131.00,0.00,3086.00,3086.00,0.00,2737.00,2737.00,0.00,4880.00,4880.00,0.00,3508.00,3508.00,0.00,2344.00,2344.00,0.00
18,804.16,306.58,4449.00,4449.00,0.00,1890.00,1890.00,0.00,3447.00,3447.00,0.00,2788.00,2788.00,0.00,2166.00,2166.00,0.00,3122.00,3122.00,0.00,2735.00,2735.00,0.00,4934.00,4934.00,0.00,3550.00,3550.00,0.00,2376.00,2376.00,0.00
19,804.31,308.76,4451.00,4451.00,0.00,1879.00,1879.00,0.00,3489.00,3489.00,0.00,2830.00,2830.00,0.00,2190.00,2190.00,0.00,3107.00,3107.00,0.00,2750.00,2750.00,0.00,4983.00,4983.00,0.00,3542.00,3542.00,0.00,2412.00,2412.00,0.00
20,804.45,310.94,4503.00,4503.00,0.00,1906.00,1906.00,0.00,3542.00,3542.00,0.00,2874.00,2874.00,0.00,2188.00,2188.00,0.00,3096.00,3096.00,0.00,2716.00,2716.00,0.00,5008.00,5008.00,0.00,3544.00,3544.00,0.00,2392.00,2392.00,0.00
